query,prediction,ground_truth,f1_score,exact_match
1948 সালের 16 ই মে কোন টেলিভিশন স্টেশন সম্প্রচার শুরু করে?  ,"

কেএফএমবি",  ,0.0,0
সান দিয়েগো এর কেবল অনুপ্রবেশ হার কি?  ,"

৮০.৬ শ",৮০.৬ শতাংশ।  ,0.5,0
সান দিয়েগো কেন দুটি ভিএইচএফ চ্যানেলের জন্য যোগ্য ছিল?  ,"

বৃহত্তর শহরের সাথে সম্পর্কিত হওয়ার কারণে","করেছে, বৃহত্তর শহরের সাথে সম্পর্কিত হ",0.6666666666666666,0
কোন বছরে ইউএইচএফ চ্যানেলগুলি এফসিসি দ্বারা লাইসেন্স পেয়েছে?  ,"

১৯৫২ স",১৯৪৯ স,0.5,0
সান দিয়েগোতে কোন স্বতন্ত্র স্টেশন?  ,"

কুসি",ি ৫১ ট,0.0,0
সান দিয়েগো-টিজুয়ানা মেক্সিকো পাশের কতটি দ্বৈতপদ রয়েছে?  ,"

দুটি",দুটি ,1.0,1
এক্সএইচডিটিভি-টিভি এবং এক্সএইচএসএস-টিভির মালিকানাধীন কোন সংস্থা?  ,"

ইডাব্লু স্ক্রিপস স",এনট্রাভিশন যোগাযোগের ,0.0,0
বে সিটি টেলিভিশন দ্বারা পরিচালিত কোন স্টেশন?  ,"

এফসিসি ন",টিভি এ,0.0,0
অ্যাজটেকার মালিকানাধীন দুটি স্টেশন?  ,"

এক্সএইচজেকি-টিভি এবং এক্সএইচটিটিভি-টিভি",এক্সএইচএস-টিভি এবং এক্সএইচডিটিভি-টিভি উ,0.28571428571428575,0
ফ্রি রেডিও সান দিয়েগো নামে পরিচিত আরেকটি নাম কী?  ,"

একেএ পাইরেট রেডিও সান দিয়েগো একেএ",্রি রেডিও সান দিয়েগো এ,0.5454545454545454,0
ফ্রি রেডিও সান দিয়েগো ছাড়াও সান দিয়েগোতে আর কী জলদস্যু স্টেশন রয়েছে?  ,"

পাইরেট রেডিও স",৬.৯ এ,0.0,0
স্থানীয় কিছু রেডিও স্টেশন কোন ভাষায় উপলব্ধ?  ,"

স্প্যানিশ ভাষার",স্থানীয় স,0.0,0
এফএম নিউজ অ্যান্ড টকের সঠিক সেটিংটি কী?  ,"

৯৪/৯, এফএম নিউজ অ্যান্ড টক ৯৫.৭, কিউ ৯৬ ৯৬.১, কি�","৯.৫, চ",0.0,0
ইন্টারস্টেট 805 আই -5 থেকে বিভক্ত হয় কোথায়?  ,,মেক্সিকান সীমান্তের কাছাকাছি আ,0.0,0
ইন্টারস্টেট 15 এর মাধ্যমে অভ্যন্তরীণ সাম্রাজ্যের দুটি বড় শহর সংযুক্ত রয়েছে?  ,"

লস অ্যাঞ্জেলেস;",লাস ভেগাস এবং সল্টলেক সিটি হ,0.25,0
সান দিয়েগো-র বাসিন্দাদের কত শতাংশ তাদের পরিবহনের প্রাথমিক উত্স হিসাবে তাদের মোটরযানের উপর নির্ভর করে?  ,"

৮০ শতাংশেরও বেশি ব",৮০ শতাংশেরও বেশি ব,1.0,1
কোন হাইওয়েটি আই -805 শহরতলির সাথে সংযুক্ত করে?  ,"

ডাউনটাউন",এসআর ৯৪ অ,0.0,0
এসআর 94 কোথায় আই -15 এর সাথে একীভূত হবে?  ,"

ডাউনটাউনকে",মিরামার আ,0.0,0
এসআর 75 প্রাথমিকভাবে কোথায় প্রবাহিত হবে?  ,"

সান দিয়েগো",সান দিয়েগো-করোন,0.5,0
সান দিয়েগোকে কোন বছরে সাইক্লিংয়ের জন্য দেশের সর্বাধিক ঘনবসতিযুক্ত শহর হিসাবে চিহ্নিত করা হয়েছিল?  ,"

২০০",২০০  ,1.0,1
সান দিয়েগোতে পুরানো পাড়াগুলি কেন সাইক্লিস্টদের কাছে জনপ্রিয়?  ,"

ইউটিলিটি সাইক্লিং ওরিয়েন্টেড হ",গ্রিড রাস্তার নিদর্শনগু,0.0,0
সান দিয়েগো বাইকের মাধ্যমে যাতায়াত করার জন্য আদর্শ শহরটিকে কী করে?  ,"

রুটের বিস্তৃত নেটওয়ার্ক স",শুষ্ক ও হালকা আবহাওয়া স,0.22222222222222224,0
সান দিয়েগোতে গড় ভ্রমণের দূরত্ব এত দীর্ঘ কেন?  ,"

কঠোর স্বল্প-ঘনত্বের জোনিং আইন দ্বারা পরিচালিত হয়েছিল","শহরের পার্বত্য, উপত্যকাসের মতো অঞ্চল এ",0.0,0
সান দিয়েগোর কোন অঞ্চলটি মূলত ট্রলি দ্বারা পরিবেশন করা হয়?  ,"

মিশন ভ্যালি, পূর্ব কাউন্টি এবং উপকূলীয় দক্ষিণ উপস","শহরতলিতে এবং আশেপাশের নগর সম্প্রদায়ের, ম",0.14285714285714288,0
২০১ public সালের মধ্যে কোন গণপরিবহন শেষ হবে?  ,"

সান দিয়েগো ট্রলি",ট্রলির একটি পরিকল্পিত মিড-কোস্ট বিস্তৃতি ও,0.0,0
সান দিয়েগোতে কয়টি এমট্রাক স্টেশন রয়েছে?  ,"

দুটি এমট্রাক স",দুটি ,0.5,0
সান দিয়েগোতে জনপরিবহণের তথ্যের জন্য আপনি কোনও ফোন থেকে কোন নম্বরটি ডায়াল করতে পারেন?  ,"

৫১১","৫১১"" ",1.0,1
